Taxon,Prefixed_Taxon,Dataset,Species,Category,Alt Name,Coverage
ZEAxppRALDIAAPEI-9,ZEAxppRALDIAAPEI-9,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT015,9.652177878
ZEAxppRANDIAAPEI-10,ZEAxppRANDIAAPEI-10,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT017,9.828966287
ZEAxppRAQDIAAPEI-11,ZEAxppRAQDIAAPEI-11,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT024,10.09674775
ZEAxppRATDIAAPEI-12,ZEAxppRATDIAAPEI-12,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT028,6.267696183
ZEAxppRAUDIAAPEI-1,ZEAxppRAUDIAAPEI-1,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT029,5.559478278
ZEAxppRAZDIAAPEI-7,ZEAxppRAZDIAAPEI-7,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT039,10.7053298
ZEAxppRBCDIAAPEI-2,ZEAxppRBCDIAAPEI-2,CIMMYT/BGI, Z. mays spp. Mays,unknown,USA015,10.49999705
ZEAxppRBFDIAAPEI-3,ZEAxppRBFDIAAPEI-3,CIMMYT/BGI, Z. mays spp. Mays,unknown,USA018,13.97037874
ZEAxppRBHDIAAPEI-1,ZEAxppRBHDIAAPEI-1,CIMMYT/BGI, Z. mays spp. Mays,unknown,USA021,9.380633087
ZEAxppRBHDIAAPEI-5,ZEAxppRBHDIAAPEI-5,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT005,1.360155913
ZEAxppRBLDIAAPEI-2,ZEAxppRBLDIAAPEI-2,CIMMYT/BGI, Z. mays spp. Mays,unknown,USA026,9.552208539
ZEAxppRBMDIAAPEI-6,ZEAxppRBMDIAAPEI-6,CIMMYT/BGI, Z. mays spp. Mays,unknown,USA003,9.964780748
ZEAxppRBRDIAAPEI-3,ZEAxppRBRDIAAPEI-3,CIMMYT/BGI, Z. mays spp. Mays,unknown,USA005,19.27048625
ZEAxppRBSDIAAPEI-4,ZEAxppRBSDIAAPEI-4,CIMMYT/BGI, Z. mays spp. Mays,unknown,USA007,17.28735613
ZEAxppRBUDIAAPEI-5,ZEAxppRBUDIAAPEI-5,CIMMYT/BGI, Z. mays spp. Mays,unknown,USA009,10.48727888
ZEAxppRBXDIAAPEI-1,ZEAxppRBXDIAAPEI-1,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT020,9.699949252
ZEAxppRBYDIAAPEI-2,ZEAxppRBYDIAAPEI-2,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT023,8.318478757
ZEAxppRCBDIAAPEI-3,ZEAxppRCBDIAAPEI-3,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT034,5.536982426
ZEAxppRCDDIAAPEI-12,ZEAxppRCDDIAAPEI-12,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT030,5.18100527
ZEAxppRCFDIAAPEI-4,ZEAxppRCFDIAAPEI-4,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT038,10.5795407
ZEAxppRCGDIAAPEI-5,ZEAxppRCGDIAAPEI-5,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT018,5.271005896
ZEAxppRCHDIAAPEI-6,ZEAxppRCHDIAAPEI-6,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT002,11.03804812
ZEAxppRCJDIAAPEI-7,ZEAxppRCJDIAAPEI-7,CIMMYT/BGI, Z. mays spp. Mays,unknown,CMT013,10.66986798
ZEAxppRCODIAAPEI-9,ZEAxppRCODIAAPEI-9,CIMMYT/BGI, Z. mays spp. Mays,unknown,USA004,16.7499954
ZEAxppRCPDIAAPEI-10,ZEAxppRCPDIAAPEI-10,CIMMYT/BGI, Z. mays spp. Mays,unknown,USA011,10.85504674
ZEAxppRCQDIAAPEI-11,ZEAxppRCQDIAAPEI-11,CIMMYT/BGI, Z. mays spp. Mays,unknown,USA028,14.0320541
ZEAxppRCUDIAAPEI-1,ZEAxppRCUDIAAPEI-1,CIMMYT/BGI, Z. mays spp. Mays, Improved,CNA030,11.22745905
ZEAxppRCVDIAAPEI-2,ZEAxppRCVDIAAPEI-2,CIMMYT/BGI, Z. mays spp. Mays, Improved,CNA031,12.0017215
ZEAxppRCWDIAAPEI-3,ZEAxppRCWDIAAPEI-3,CIMMYT/BGI, Z. mays spp. Mays,Landrace,CNA032,4.881214722
ZEAxppRCXDIAAPEI-4,ZEAxppRCXDIAAPEI-4,CIMMYT/BGI, Z. mays spp. Mays,Landrace,CNA033,10.89372522
ZEAxppRCYDIAAPEI-5,ZEAxppRCYDIAAPEI-5,CIMMYT/BGI, Z. mays spp. Mays, Improved,CNA035,10.38746317
ZEAxppRDCDIAAPEI-2,ZEAxppRDCDIAAPEI-2,CIMMYT/BGI, Z. mays spp. Mays, Improved,CNA039,1.11662147
ZEAxppRDCDIAAPEI-7,ZEAxppRDCDIAAPEI-7,CIMMYT/BGI, Z. mays spp. Mays, Improved,CNA039,9.639836609
ZEAxppRDGDIAAPEI-11,ZEAxppRDGDIAAPEI-11,CIMMYT/BGI, Z. mays spp. Mays, Improved,CNA044,9.661637817
ZEAxppRDHDIAAPEI-12,ZEAxppRDHDIAAPEI-12,CIMMYT/BGI, Z. mays spp. Mays, Improved,CNA045,10.88589976
ZEAxppRDIDIAAPEI-1,ZEAxppRDIDIAAPEI-1,CIMMYT/BGI, Z. mays spp. Mays, Improved,CNA046,9.78674087
ZEAxppRDLDIAAPEI-2,ZEAxppRDLDIAAPEI-2,CIMMYT/BGI, Z. mays spp. Mays, Improved,CNA049,10.32020922
ZEAxppRDQDIAAPEI-3,ZEAxppRDQDIAAPEI-3,CIMMYT/BGI, Z. mays spp. Mays, Improved,CNA056,9.802332861
ZEAxujRADDIBAPE,ZEAxujRADDIBAPE,CIMMYT/BGI, Z. mays spp. Mays, Improved,CNA001,11.62686283
ZEAxujRAGDIBAPE,ZEAxujRAGDIBAPE,CIMMYT/BGI, Z. mays spp. Mays, Improved,CNA003,12.03187788
ZEAxujRAHDIBAPE,ZEAxujRAHDIBAPE,CIMMYT/BGI, Z. mays spp. Mays, Improved,CNA004,12.89254101
ZEAxujRAJDIBAPE,ZEAxujRAJDIBAPE,CIMMYT/BGI, Z. mays spp. Mays, Improved,CNA006,10.52684714
ZEAxujRAKDIBAPE,ZEAxujRAKDIBAPE,CIMMYT/BGI, Z. mays spp. Mays, Improved,CNA007,13.40520963
ZEAxujRALDIBAPE,ZEAxujRALDIBAPE,CIMMYT/BGI, Z. mays spp. Mays, Improved,CNA008,13.00059286
ZEAxujRAMDIBAPE,ZEAxujRAMDIBAPE,CIMMYT/BGI, Z. mays spp. Mays, Improved,CNA009,12.64757747
ZEAxujRANDIBAPE,ZEAxujRANDIBAPE,CIMMYT/BGI, Z. mays spp. Mays, Improved,CNA011,13.66402042
ZEAxujRAODIBAPE,ZEAxujRAODIBAPE,CIMMYT/BGI, Z. mays spp. Mays, Improved,CNA012,12.45536467
ZEAxujRAPDIAAPE,ZEAxujRAPDIAAPE,CIMMYT/BGI, Z. mays spp. Mays, Improved,CNA013,11.77110141
ZEAxujRAQDIAAPE,ZEAxujRAQDIAAPE,CIMMYT/BGI, Z. mays spp. Mays, Improved,CNA014,11.90855963
ZEAxujRARDIAAPE,ZEAxujRARDIAAPE,CIMMYT/BGI, Z. mays spp. Mays, Improved,CNA015,12.01494736
ZEAxujRASDIAAPE,ZEAxujRASDIAAPE,CIMMYT/BGI, Z. mays spp. Mays, Improved,CNA016,12.75470159
ZEAxujRATDIAAPE,ZEAxujRATDIAAPE,CIMMYT/BGI, Z. mays spp. Mays, Improved,CNA017,11.29051235
ZEAxujRAUDIAAPE,ZEAxujRAUDIAAPE,CIMMYT/BGI, Z. mays spp. Mays, Improved,CNA018,11.04116857
ZEAxujRAVDIAAPE,ZEAxujRAVDIAAPE,CIMMYT/BGI, Z. mays spp. Mays, Improved,CNA019,10.8510362
ZEAxujRAWDIAAPE,ZEAxujRAWDIAAPE,CIMMYT/BGI, Z. mays spp. Mays, Improved,CNA020,11.15824503
ZEAxujRAXDIAAPE,ZEAxujRAXDIAAPE,CIMMYT/BGI, Z. mays spp. Mays, Improved,CNA021,12.3674116
ZEAxujRAYDIAAPE,ZEAxujRAYDIAAPE,CIMMYT/BGI, Z. mays spp. Mays, Improved,CNA022,12.31826688
ZEAxujRAZDIAAPE,ZEAxujRAZDIAAPE,CIMMYT/BGI, Z. mays spp. Mays, Improved,CNA023,11.58277413
ZEAxujRBADIAAPE,ZEAxujRBADIAAPE,CIMMYT/BGI, Z. mays spp. Mays, Improved,CNA024,12.14513816
ZEAxujRBBDIAAPE,ZEAxujRBBDIAAPE,CIMMYT/BGI, Z. mays spp. Mays, Improved,CNA025,12.21633871
ZEAxujRBCDIBAPE,ZEAxujRBCDIBAPE,CIMMYT/BGI, Z. mays spp. Mays, Improved,CNA002,11.14843169
ZEAxujRBDDIBAPE,ZEAxujRBDDIBAPE,CIMMYT/BGI, Z. mays spp. Mays, Improved,CNA005,10.76147092
ZEAxujRBFDIBAPE,ZEAxujRBFDIBAPE,CIMMYT/BGI, Z. mays spp. Mays, Improved,CNA010,10.2729927
4226,282set_4226,282-2x, Z. mays spp. Mays, Improved,,2.817775696
4722,282set_4722,282-2x, Z. mays spp. Mays, Improved,,2.559826056
33-16,282set_33-16,282-2x, Z. mays spp. Mays, Improved,,1.708462189
38-11Goodman-Buckler,282set_38-11Goodman-Buckler,282-2x, Z. mays spp. Mays, Improved,,5.009602917
A188,282set_A188,282-2x, Z. mays spp. Mays, Improved,,2.382200348
A214NGoodman-Buckler,282set_A214NGoodman-Buckler,282-2x, Z. mays spp. Mays, Improved,,1.663414556
A239,282set_A239,282-2x, Z. mays spp. Mays, Improved,,3.190013657
A441-5,282set_A441-5,282-2x, Z. mays spp. Mays, Improved,,2.848054294
A554,282set_A554,282-2x, Z. mays spp. Mays, Improved,,0.438652243
A556,282set_A556,282-2x, Z. mays spp. Mays, Improved,,1.3924918
A6,282set_A6,282-2x, Z. mays spp. Mays, Improved,,2.090469738
A619,282set_A619,282-2x, Z. mays spp. Mays, Improved,,1.930695717
A632,282set_A632,282-2x, Z. mays spp. Mays, Improved,,1.643174647
A634,282set_A634,282-2x, Z. mays spp. Mays, Improved,,1.554430765
A635,282set_A635,282-2x, Z. mays spp. Mays, Improved,,2.207450092
A641,282set_A641,282-2x, Z. mays spp. Mays, Improved,,2.694788149
A654,282set_A654,282-2x, Z. mays spp. Mays, Improved,,2.485165222
A659,282set_A659,282-2x, Z. mays spp. Mays, Improved,,1.748633835
A661,282set_A661,282-2x, Z. mays spp. Mays, Improved,,1.923081913
A679,282set_A679,282-2x, Z. mays spp. Mays, Improved,,2.285578543
A680,282set_A680,282-2x, Z. mays spp. Mays, Improved,,1.884907002
A682,282set_A682,282-2x, Z. mays spp. Mays, Improved,,1.73878811
Ab28A,282set_Ab28A,282-2x, Z. mays spp. Mays, Improved,,1.735816955
B10,282set_B10,282-2x, Z. mays spp. Mays, Improved,,1.210846547
B103,282set_B103,282-2x, Z. mays spp. Mays, Improved,,1.623559616
B104,282set_B104,282-2x, Z. mays spp. Mays, Improved,,0.252227643
B105,282set_B105,282-2x, Z. mays spp. Mays, Improved,,1.504024602
B109,282set_B109,282-2x, Z. mays spp. Mays, Improved,,1.60264953
B14A,282set_B14A,282-2x, Z. mays spp. Mays, Improved,,1.673754904
B164,282set_B164,282-2x, Z. mays spp. Mays, Improved,,2.034476835
B2,282set_B2,282-2x, Z. mays spp. Mays, Improved,,1.404760616
B37,282set_B37,282-2x, Z. mays spp. Mays, Improved,,1.638940476
B46,282set_B46,282-2x, Z. mays spp. Mays, Improved,,1.719075913
B52,282set_B52,282-2x, Z. mays spp. Mays, Improved,,1.53598513
B57,282set_B57,282-2x, Z. mays spp. Mays, Improved,,6.478389634
B64,282set_B64,282-2x, Z. mays spp. Mays, Improved,,1.512934521
B68,282set_B68,282-2x, Z. mays spp. Mays, Improved,,1.932980806
B73,282set_B73,282-2x, Z. mays spp. Mays, Improved,,1.912644914
B73Htrhm,282set_B73Htrhm,282-2x, Z. mays spp. Mays, Improved,,2.215658846
B75,282set_B75,282-2x, Z. mays spp. Mays, Improved,,1.445063172
B76,282set_B76,282-2x, Z. mays spp. Mays, Improved,,1.780813773
B77,282set_B77,282-2x, Z. mays spp. Mays, Improved,,1.503641193
B79,282set_B79,282-2x, Z. mays spp. Mays, Improved,,2.956009351
B84,282set_B84,282-2x, Z. mays spp. Mays, Improved,,2.938307556
B97,282set_B97,282-2x, Z. mays spp. Mays, Improved,,5.007339887
C103,282set_C103,282-2x, Z. mays spp. Mays, Improved,,1.597997942
C123,282set_C123,282-2x, Z. mays spp. Mays, Improved,,2.397852295
C49A,282set_C49A,282-2x, Z. mays spp. Mays, Improved,,1.732342904
CH701-30,282set_CH701-30,282-2x, Z. mays spp. Mays, Improved,,1.552519893
CH9,282set_CH9,282-2x, Z. mays spp. Mays, Improved,,2.17748539
CI187-2,282set_CI187-2,282-2x, Z. mays spp. Mays, Improved,,4.188493804
CI21E,282set_CI21E,282-2x, Z. mays spp. Mays, Improved,,1.770176151
CI28AGoodman-Buckler,282set_CI28AGoodman-Buckler,282-2x, Z. mays spp. Mays, Improved,,1.566425943
CI31A,282set_CI31A,282-2x, Z. mays spp. Mays, Improved,,1.870671247
CI3A,282set_CI3A,282-2x, Z. mays spp. Mays, Improved,,2.562754405
CI64,282set_CI64,282-2x, Z. mays spp. Mays, Improved,,1.991066304
CI66,282set_CI66,282-2x, Z. mays spp. Mays, Improved,,2.727766811
Ci7Goodman-Buckler,282set_Ci7Goodman-Buckler,282-2x, Z. mays spp. Mays, Improved,,3.660399272
Ci90CGoodman-Buckler,282set_Ci90CGoodman-Buckler,282-2x, Z. mays spp. Mays, Improved,,1.42358874
Ci91BGoodman-Buckler,282set_Ci91BGoodman-Buckler,282-2x, Z. mays spp. Mays, Improved,,1.76827539
CM105,282set_CM105,282-2x, Z. mays spp. Mays, Improved,,2.385895327
CM37,282set_CM37,282-2x, Z. mays spp. Mays, Improved,,1.785865839
CM7,282set_CM7,282-2x, Z. mays spp. Mays, Improved,,2.388601852
CML10,282set_CML10,282-2x, Z. mays spp. Mays, Improved,,2.070216454
CML103,282set_CML103,282-2x, Z. mays spp. Mays, Improved,,3.843328944
CML108,282set_CML108,282-2x, Z. mays spp. Mays, Improved,,3.241973939
CML11,282set_CML11,282-2x, Z. mays spp. Mays, Improved,,1.870211142
CML14,282set_CML14,282-2x, Z. mays spp. Mays, Improved,,2.427065387
CML154Q,282set_CML154Q,282-2x, Z. mays spp. Mays, Improved,,1.761602452
CML157Q,282set_CML157Q,282-2x, Z. mays spp. Mays, Improved,,2.653104219
CML158Q,282set_CML158Q,282-2x, Z. mays spp. Mays, Improved,,2.790656559
CML218,282set_CML218,282-2x, Z. mays spp. Mays, Improved,,2.31819767
CML220,282set_CML220,282-2x, Z. mays spp. Mays, Improved,,2.395513456
CML228,282set_CML228,282-2x, Z. mays spp. Mays, Improved,,2.11842732
CML238,282set_CML238,282-2x, Z. mays spp. Mays, Improved,,1.936533277
CML247,282set_CML247,282-2x, Z. mays spp. Mays, Improved,,1.889788635
CML254,282set_CML254,282-2x, Z. mays spp. Mays, Improved,,2.167099328
CML258,282set_CML258,282-2x, Z. mays spp. Mays, Improved,,1.412572244
CML261,282set_CML261,282-2x, Z. mays spp. Mays, Improved,,1.98822331
CML264,282set_CML264,282-2x, Z. mays spp. Mays, Improved,,2.815303703
CML277,282set_CML277,282-2x, Z. mays spp. Mays, Improved,,1.780547357
CML281,282set_CML281,282-2x, Z. mays spp. Mays, Improved,,2.904312796
CML287,282set_CML287,282-2x, Z. mays spp. Mays, Improved,,2.284237933
CML311,282set_CML311,282-2x, Z. mays spp. Mays, Improved,,2.191469959
CML314,282set_CML314,282-2x, Z. mays spp. Mays, Improved,,2.730950121
CML321,282set_CML321,282-2x, Z. mays spp. Mays, Improved,,1.938642903
CML322,282set_CML322,282-2x, Z. mays spp. Mays, Improved,,1.420120861
CML323,282set_CML323,282-2x, Z. mays spp. Mays, Improved,,2.692583066
CML328,282set_CML328,282-2x, Z. mays spp. Mays, Improved,,2.926661898
CML331,282set_CML331,282-2x, Z. mays spp. Mays, Improved,,2.51176315
CML332,282set_CML332,282-2x, Z. mays spp. Mays, Improved,,1.561312426
CML333,282set_CML333,282-2x, Z. mays spp. Mays, Improved,,1.702119795
CML341,282set_CML341,282-2x, Z. mays spp. Mays, Improved,,0.461316423
CML38,282set_CML38,282-2x, Z. mays spp. Mays, Improved,,2.576465366
CML45,282set_CML45,282-2x, Z. mays spp. Mays, Improved,,2.775993783
CML5,282set_CML5,282-2x, Z. mays spp. Mays, Improved,,2.564296826
CML52,282set_CML52,282-2x, Z. mays spp. Mays, Improved,,2.318175766
CML61,282set_CML61,282-2x, Z. mays spp. Mays, Improved,,2.336732142
CML69,282set_CML69,282-2x, Z. mays spp. Mays, Improved,,1.155151182
CML77,282set_CML77,282-2x, Z. mays spp. Mays, Improved,,3.214160588
CML91,282set_CML91,282-2x, Z. mays spp. Mays, Improved,,3.513089739
CML92,282set_CML92,282-2x, Z. mays spp. Mays, Improved,,1.890978913
CMV3,282set_CMV3,282-2x, Z. mays spp. Mays, Improved,,1.784354132
CO106,282set_CO106,282-2x, Z. mays spp. Mays, Improved,,3.308453478
CO125,282set_CO125,282-2x, Z. mays spp. Mays, Improved,,2.889931435
CO255,282set_CO255,282-2x, Z. mays spp. Mays, Improved,,2.074284111
D940Y,282set_D940Y,282-2x, Z. mays spp. Mays, Improved,,2.412103281
DE1,282set_DE1,282-2x, Z. mays spp. Mays, Improved,,2.575678823
DE-2,282set_DE-2,282-2x, Z. mays spp. Mays, Improved,,2.084114605
DE811,282set_DE811,282-2x, Z. mays spp. Mays, Improved,,1.149115252
E2558W,282set_E2558W,282-2x, Z. mays spp. Mays, Improved,,0.78933438
EP1,282set_EP1,282-2x, Z. mays spp. Mays, Improved,,2.07455683
F2834T,282set_F2834T,282-2x, Z. mays spp. Mays, Improved,,2.281391598
F6,282set_F6,282-2x, Z. mays spp. Mays, Improved,,3.344835057
F7,282set_F7,282-2x, Z. mays spp. Mays, Improved,,1.572431016
GA209,282set_GA209,282-2x, Z. mays spp. Mays, Improved,,2.506557217
GT112,282set_GT112,282-2x, Z. mays spp. Mays, Improved,,1.54409383
H105W,282set_H105W,282-2x, Z. mays spp. Mays, Improved,,1.682921261
H49,282set_H49,282-2x, Z. mays spp. Mays, Improved,,1.941988941
H84,282set_H84,282-2x, Z. mays spp. Mays, Improved,,1.576870416
H91,282set_H91,282-2x, Z. mays spp. Mays, Improved,,1.686454923
H95,282set_H95,282-2x, Z. mays spp. Mays, Improved,,2.97654824
H99,282set_H99,282-2x, Z. mays spp. Mays, Improved,,1.766091798
Hi27Goodman-Buckler,282set_Hi27Goodman-Buckler,282-2x, Z. mays spp. Mays, Improved,,2.078252259
HP301,282set_HP301,282-2x, Z. mays spp. Mays, Improved,,1.737161511
I137TN,282set_I137TN,282-2x, Z. mays spp. Mays, Improved,,1.990006967
i1677a,282set_i1677a,282-2x, Z. mays spp. Mays, Improved,,2.74710873
I205,282set_I205,282-2x, Z. mays spp. Mays, Improved,,1.690006969
I29,282set_I29,282-2x, Z. mays spp. Mays, Improved,,2.231817308
IA2132Goodman-Buckler,282set_IA2132Goodman-Buckler,282-2x, Z. mays spp. Mays, Improved,,1.537677775
Ia5125,282set_Ia5125,282-2x, Z. mays spp. Mays, Improved,,1.978832941
IDS28,282set_IDS28,282-2x, Z. mays spp. Mays, Improved,,1.23958723
IDS69,282set_IDS69,282-2x, Z. mays spp. Mays, Improved,,1.7871303
IDS91,282set_IDS91,282-2x, Z. mays spp. Mays, Improved,,1.752742217
Il101,282set_Il101,282-2x, Z. mays spp. Mays, Improved,,1.740601817
Il14H,282set_Il14H,282-2x, Z. mays spp. Mays, Improved,,2.11938663
ILLHy,282set_ILLHy,282-2x, Z. mays spp. Mays, Improved,,2.302146525
K148,282set_K148,282-2x, Z. mays spp. Mays, Improved,,1.854955067
K4,282set_K4,282-2x, Z. mays spp. Mays, Improved,,2.759544913
K55,282set_K55,282-2x, Z. mays spp. Mays, Improved,,1.516851067
K64,282set_K64,282-2x, Z. mays spp. Mays, Improved,,1.298145293
Ki11,282set_Ki11,282-2x, Z. mays spp. Mays, Improved,,1.72037018
Ki14,282set_Ki14,282-2x, Z. mays spp. Mays, Improved,,2.116286009
Ki2021,282set_Ki2021,282-2x, Z. mays spp. Mays, Improved,,1.535433127
Ki21,282set_Ki21,282-2x, Z. mays spp. Mays, Improved,,1.392442561
Ki43,282set_Ki43,282-2x, Z. mays spp. Mays, Improved,,3.148020783
Ki44,282set_Ki44,282-2x, Z. mays spp. Mays, Improved,,1.987519985
Ky21,282set_Ky21,282-2x, Z. mays spp. Mays, Improved,,1.570055326
KY226,282set_KY226,282-2x, Z. mays spp. Mays, Improved,,1.566940262
KY228,282set_KY228,282-2x, Z. mays spp. Mays, Improved,,3.43017
L317,282set_L317,282-2x, Z. mays spp. Mays, Improved,,1.529050554
L578,282set_L578,282-2x, Z. mays spp. Mays, Improved,,1.89581301
M14,282set_M14,282-2x, Z. mays spp. Mays, Improved,,2.150297117
M162W,282set_M162W,282-2x, Z. mays spp. Mays, Improved,,1.709318162
M37W,282set_M37W,282-2x, Z. mays spp. Mays, Improved,,1.839231734
MEF156-55-2,282set_MEF156-55-2,282-2x, Z. mays spp. Mays, Improved,,3.549118435
Mo17,282set_Mo17,282-2x, Z. mays spp. Mays, Improved,,1.691125025
Mo18W,282set_Mo18W,282-2x, Z. mays spp. Mays, Improved,,2.168283975
MO1W,282set_MO1W,282-2x, Z. mays spp. Mays, Improved,,1.817772664
Mo24W,282set_Mo24W,282-2x, Z. mays spp. Mays, Improved,,1.801907554
Mo44,282set_Mo44,282-2x, Z. mays spp. Mays, Improved,,0.806562955
Mo45,282set_Mo45,282-2x, Z. mays spp. Mays, Improved,,1.549482167
Mo46,282set_Mo46,282-2x, Z. mays spp. Mays, Improved,,1.441261255
Mo47,282set_Mo47,282-2x, Z. mays spp. Mays, Improved,,1.732327804
MoG,282set_MoG,282-2x, Z. mays spp. Mays, Improved,,2.017917261
Mp339,282set_Mp339,282-2x, Z. mays spp. Mays, Improved,,2.402844
MS1334,282set_MS1334,282-2x, Z. mays spp. Mays, Improved,,3.534712565
MS153,282set_MS153,282-2x, Z. mays spp. Mays, Improved,,1.754411226
Ms71,282set_Ms71,282-2x, Z. mays spp. Mays, Improved,,9.030052892
Mt42,282set_Mt42,282-2x, Z. mays spp. Mays, Improved,,3.078882261
N192,282set_N192,282-2x, Z. mays spp. Mays, Improved,,1.591005854
N28Ht,282set_N28Ht,282-2x, Z. mays spp. Mays, Improved,,1.473593506
N6,282set_N6,282-2x, Z. mays spp. Mays, Improved,,3.770982481
NC222,282set_NC222,282-2x, Z. mays spp. Mays, Improved,,2.594623182
NC230,282set_NC230,282-2x, Z. mays spp. Mays, Improved,,3.010323652
NC232,282set_NC232,282-2x, Z. mays spp. Mays, Improved,,1.670706149
NC236,282set_NC236,282-2x, Z. mays spp. Mays, Improved,,2.214803444
NC238,282set_NC238,282-2x, Z. mays spp. Mays, Improved,,1.690713255
NC250,282set_NC250,282-2x, Z. mays spp. Mays, Improved,,1.8556541
NC258,282set_NC258,282-2x, Z. mays spp. Mays, Improved,,2.418948833
NC260,282set_NC260,282-2x, Z. mays spp. Mays, Improved,,2.09836743
NC262,282set_NC262,282-2x, Z. mays spp. Mays, Improved,,1.834904074
NC264,282set_NC264,282-2x, Z. mays spp. Mays, Improved,,2.451440919
NC290A,282set_NC290A,282-2x, Z. mays spp. Mays, Improved,,1.477919853
NC294,282set_NC294,282-2x, Z. mays spp. Mays, Improved,,1.689436977
NC296,282set_NC296,282-2x, Z. mays spp. Mays, Improved,,2.742948483
NC296A,282set_NC296A,282-2x, Z. mays spp. Mays, Improved,,1.674344723
NC298,282set_NC298,282-2x, Z. mays spp. Mays, Improved,,0.004455813
NC300,282set_NC300,282-2x, Z. mays spp. Mays, Improved,,1.843391275
NC302,282set_NC302,282-2x, Z. mays spp. Mays, Improved,,3.465075783
NC304,282set_NC304,282-2x, Z. mays spp. Mays, Improved,,2.462884975
NC306,282set_NC306,282-2x, Z. mays spp. Mays, Improved,,2.014237189
NC310,282set_NC310,282-2x, Z. mays spp. Mays, Improved,,1.96211015
NC314,282set_NC314,282-2x, Z. mays spp. Mays, Improved,,1.67221628
NC318,282set_NC318,282-2x, Z. mays spp. Mays, Improved,,1.993222617
NC320,282set_NC320,282-2x, Z. mays spp. Mays, Improved,,1.971624206
NC324,282set_NC324,282-2x, Z. mays spp. Mays, Improved,,1.762285285
NC326,282set_NC326,282-2x, Z. mays spp. Mays, Improved,,2.189924376
NC328,282set_NC328,282-2x, Z. mays spp. Mays, Improved,,1.98516483
NC33,282set_NC33,282-2x, Z. mays spp. Mays, Improved,,2.151011288
NC336,282set_NC336,282-2x, Z. mays spp. Mays, Improved,,3.660027024
NC338,282set_NC338,282-2x, Z. mays spp. Mays, Improved,,3.332935043
NC340,282set_NC340,282-2x, Z. mays spp. Mays, Improved,,2.786733563
NC342,282set_NC342,282-2x, Z. mays spp. Mays, Improved,,1.602558667
NC344,282set_NC344,282-2x, Z. mays spp. Mays, Improved,,0.833975232
NC346,282set_NC346,282-2x, Z. mays spp. Mays, Improved,,3.43390308
NC348,282set_NC348,282-2x, Z. mays spp. Mays, Improved,,2.779417215
NC350,282set_NC350,282-2x, Z. mays spp. Mays, Improved,,1.950180494
NC352,282set_NC352,282-2x, Z. mays spp. Mays, Improved,,2.564493531
NC354,282set_NC354,282-2x, Z. mays spp. Mays, Improved,,2.404594111
NC356,282set_NC356,282-2x, Z. mays spp. Mays, Improved,,2.95500356
NC358,282set_NC358,282-2x, Z. mays spp. Mays, Improved,,1.610945338
NC360,282set_NC360,282-2x, Z. mays spp. Mays, Improved,,1.943435609
NC362,282set_NC362,282-2x, Z. mays spp. Mays, Improved,,3.277698307
NC364,282set_NC364,282-2x, Z. mays spp. Mays, Improved,,2.952854108
NC366,282set_NC366,282-2x, Z. mays spp. Mays, Improved,,2.58360287
NC368,282set_NC368,282-2x, Z. mays spp. Mays, Improved,,1.708121585
ND246,282set_ND246,282-2x, Z. mays spp. Mays, Improved,,1.331794658
Oh40B,282set_Oh40B,282-2x, Z. mays spp. Mays, Improved,,2.248289946
Oh43,282set_Oh43,282-2x, Z. mays spp. Mays, Improved,,4.180168846
Oh43E,282set_Oh43E,282-2x, Z. mays spp. Mays, Improved,,2.103096881
Oh603,282set_Oh603,282-2x, Z. mays spp. Mays, Improved,,1.678569441
OH7B,282set_OH7B,282-2x, Z. mays spp. Mays, Improved,,2.30444317
Os420,282set_Os420,282-2x, Z. mays spp. Mays, Improved,,3.426509726
P39Goodman-Buckler,282set_P39Goodman-Buckler,282-2x, Z. mays spp. Mays, Improved,,1.519659798
Pa762,282set_Pa762,282-2x, Z. mays spp. Mays, Improved,,2.092638227
Pa875,282set_Pa875,282-2x, Z. mays spp. Mays, Improved,,1.205475674
Pa880,282set_Pa880,282-2x, Z. mays spp. Mays, Improved,,1.628895168
Pa91,282set_Pa91,282-2x, Z. mays spp. Mays, Improved,,2.578886326
R168,282set_R168,282-2x, Z. mays spp. Mays, Improved,,1.617033658
R177,282set_R177,282-2x, Z. mays spp. Mays, Improved,,2.953525992
R229,282set_R229,282-2x, Z. mays spp. Mays, Improved,,1.586275352
R4,282set_R4,282-2x, Z. mays spp. Mays, Improved,,1.514508729
SA24,282set_SA24,282-2x, Z. mays spp. Mays, Improved,,1.376053283
